"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Group_Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Numeric_Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Apakah Bapak/Ibu memberikan persetujuan atas pengumpulan dan penggunaan data pribadi Anda agar kami bisa menindaklanjuti masukan Anda?Dengan telah membaca form consent sesuai link berikut, maka anda telah dinyatakan membaca dengan seksama form customer consent sebagaimana link di bawah:Persetujuan Form TMII","Nama Bapak / Ibu","Nomor WA/Telp/Email untuk kami tindaklanjuti masukan yang diberikan","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Response Imports","Campaign Id"
"11","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","sangat baik",,"Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"975f2d4f-e60d-41cc-b0fb-867243470628","Completed","New","17-02-2026 13:28:25","Anonymous","48228",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T06:27:35.2476Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"12","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5",,,,"5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"9198c8bb-a94f-47b9-a5e9-73558addb8c2","Completed","New","17-02-2026 13:28:15","Anonymous","30759",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T06:27:44.5922Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"13","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","4","Satisfied","4","Beberapa kali saya kesini selalu mendapati pedagang di halte utara merokok. Memang ketika ditegur selalu mematikan rokoknya tetapi sepertinya tidak ada keinginan untuk tidak merokok selama di kawasan TMII ditambah mereka merokok disamping antrian halte yang banyak anak2 juga. Mohon ditindak atau dibina","Safety and Security Measures (Shuttle Speed, Pathways, and Facilities)","Negative","4","4","4","4","4","4","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"8871cefa-393d-409e-a226-89dbbb57246b","Completed","New","17-02-2026 11:31:38","Anonymous","345704",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:25:52.3624Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"14","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","4","Satisfied","4",,,,"4","4","4","4","4","4","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung",,,,,,,"4b7bf637-bfbc-403a-83e1-c91028a01d8e","Completed","New","17-02-2026 11:25:47","Anonymous","93628",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:24:13.7801Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"15","IDM",,,,,"5","Satisfied","5","saran agar kedepan nya lebih baik lagi","Visitor Information and Signage Clarity","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"0a62b16f-3ec5-45e3-a054-792ca2aff675","Completed","New","17-02-2026 11:07:34","Anonymous","51912",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:06:42.5458Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"16","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Sudah bagus",,"Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas|Lainnya","Penyampaian informasi sangat edukatif",,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung|Lainnya","Penyampaian pesan bagus",,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"ce411764-8a24-449c-9f2b-b62cead50e1e","Completed","New","17-02-2026 11:07:13","Anonymous","98622",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:05:34.1618Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"17","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Menarik dengan kegiatan free bike, sambil berolahraga santai dan juga bisa sambil belajar bersama","Activities and Educational Programs Enhancement","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"c01676cb-2277-4581-8e40-2e3202ab3fa8","Completed","New","17-02-2026 11:07:06","Anonymous","59351",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:06:06.9560Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"18","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Untuk fasilitas sudah oke","Visitor Information and Signage Clarity","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"316ef4ea-007f-4fab-a3f1-11ce913f3b2f","Completed","New","17-02-2026 11:07:10","Anonymous","59838",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:06:09.9986Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"19","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Sangat okee sekali pelayanan","Staff Friendliness and Service Quality","Positive","5","5","5","5","5","5","Melayani dengan cepat dan tepat|Memberikan informasi dengan jelas dan akurat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"364507f4-b32c-4ba6-bb0e-7007a5c13262","Completed","New","17-02-2026 11:07:03","Anonymous","77211",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:05:46.1238Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"20","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Sanagat seruuu!!!","Visitor Information and Signage Clarity","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"7f1ea7fe-5881-436f-bffd-083049ddfa93","Completed","New","17-02-2026 11:06:41","Anonymous","67926",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-17T04:05:32.3704Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
