"sequence","SUBHOLDING","NAMA LOKASI","TIPE FASILITAS","KETERANGAN FASILITAS","ID FASILITAS","Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Group_Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Numeric_Seberapa puas Bapak / Ibu terhadap layanan Information Center kami?","Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Tags_Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Sentiment_Silakan berikan saran dan masukan Anda terkait fasilitas Information Center kami (Opsional)","Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Staff dan Petugas (Penampilan, keramahan, dll)-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Kelengkapan dan Ketersediaan Fasilitas-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Numeric_Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi-Berikan penilaian Anda terhadap kepuasan Anda dengan hal-hal berikut di Information Center kami","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya","Hal apa saja dari pelayanan Staff dan Petugas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_1","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_2","Hal apa saja dari Kelengkapan dan Ketersediaan Fasilitas kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_3","Hal apa saja dari Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi kami yang menurut Bapak / Ibu Memuaskan?","Other Choice-Lainnya_4","Hal apa saja dari Kebersihan, Kenyamanan, dan Kemudahan Akses Informasi kami yang menurut Bapak / Ibu Kurang Memuaskan?","Other Choice-Lainnya_5","Apakah Bapak/Ibu memberikan persetujuan atas pengumpulan dan penggunaan data pribadi Anda agar kami bisa menindaklanjuti masukan Anda?Dengan telah membaca form consent sesuai link berikut, maka anda telah dinyatakan membaca dengan seksama form customer consent sebagaimana link di bawah:Persetujuan Form TMII","Nama Bapak / Ibu","Nomor WA/Telp/Email untuk kami tindaklanjuti masukan yang diberikan","Respondent Id","Survey Status","Survey Mode","Sync On-DateTime","Sync By","Response Time","Interviewer Id","Subscription Id","Project Id","Questionnaire Version","Channel Type","Is Anonymous","Test Response","Distribution Channel","Response Language","Camp Sent On Date Time","Inapp Trigger Type","Inapp Trigger Value","Name","Email","Phone Number","ID","Client Name","Company Name","Keyword","Platform Category","Tone","Published Date","Trigger Time","Response Imports","Campaign Id"
"11","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Pertama kali ke tmii di bulan puasa haha asik juga ya ngabuburit disini","Tourist Attraction and Cultural Experience Quality","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik",,,,,,,"7ddb4fe1-93c2-4092-bf55-d9995db0ef0b","Completed","New","21-02-2026 15:58:23","Anonymous","65706",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T08:57:17.5739Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"12","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Wooowowwwww menarik tmii skrng","Tourist Attraction and Cultural Experience Quality","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung",,,,,,,"47d47e43-4ecf-48d6-b055-0c88e4e4b9cc","Completed","New","21-02-2026 15:57:15","Anonymous","31042",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T08:56:44.9442Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"13","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Seru bgt asli!",,"Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Membantu dan memastikan kesiapan fasilitas|Memberikan informasi dengan jelas dan akurat|Memiliki penampilan yang bersih dan rapi",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"bf31f238-f197-4d9d-880b-f484b32c8e4d","Completed","New","21-02-2026 15:56:41","Anonymous","55129",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T08:55:45.9458Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"14","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","3","Neutral","3","Informasi lewat media sosial agar di-update terutama untuk jalur shuttle di dalam area tmii. Tks","Accessibility and Transportation Improvements|Visitor Information and Signage Clarity","Neutral","4","4","4","4","3","3","Memiliki penampilan yang bersih dan rapi",,,,"Lainnya","Cukup",,,,,"Informasi susah diakses dan disampaikan dengan kurang jelas kepada pengunjung",,,,,"a1e88845-5bbe-47a8-80ba-e0e072f3b944","Completed","New","21-02-2026 14:26:06","Anonymous","240520",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T07:22:05.6559Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"15","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","5","Satisfied","5","Good",,"Positive","4","4","4","4","4","4","Memiliki penampilan yang bersih dan rapi|Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Membantu dan memastikan kesiapan fasilitas|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat",,,,"Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung|Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"0c1d9ed6-1c32-407d-a4d8-680a2052ffdb","Completed","New","21-02-2026 14:23:28","Anonymous","105625",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T07:21:41.8411Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"16","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","1","Not Satisfied","1","gmn sih mba marketing bikin promo di IG tapi beli onsite tidak ada, orang tertarik datang jauh-jauh tapi di lokasi harganya beda. kalau mau ramai ya tetap jujur dong","Visitor Information and Signage Clarity","Negative","1","1","1","1","1","1",,,"Tidak membantu dan memastikan kesiapan fasilitas",,,,"Fasilitas pusat informasi kurang lengkap dan belum mendukung kebutuhan pengunjung",,,,"Informasi susah diakses dan disampaikan dengan kurang jelas kepada pengunjung",,"Tidak, saya tidak bersedia",,,"11ca0a4e-a9e8-471f-96cb-683ea2fcb983","Completed","New","21-02-2026 14:03:50","Anonymous","846022",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T06:49:46.2430Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"17","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Seruuuuu asikkkkkk mau lagi main ke tmii!!!",,"Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik",,,,,,,"4208ef88-c7b7-480f-b790-ca56847e305d","Completed","New","21-02-2026 13:20:57","Anonymous","33735",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T06:20:23.6671Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"18","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Great facility, great staff and wonderful place","Staff Friendliness and Service Quality","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung",,,,,,,"d73133ef-26ab-4b03-9258-c86637904d99","Completed","New","21-02-2026 13:20:22","Anonymous","44051",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","English","2026-02-21T06:19:38.0359Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"19","IDM","TMII","PUSAT INFORMASI","Antrian Shuttle","IDM-TMII-PUSAT INFORMASI-Antrian Shuttle-01","5","Satisfied","5","Pelayanan nya bagus, kakak nya ramah dan murah senyum. Kasih informasinya juga jelas ☺️","Visitor Information and Signage Clarity","Positive","5","5","5","5","5","5","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat|Membantu dan memastikan kesiapan fasilitas|Memiliki penampilan yang bersih dan rapi",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"196a02b1-9303-4ecd-a274-fdaf0dfbd5b9","Completed","New","21-02-2026 13:19:36","Anonymous","65132",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T06:18:30.9061Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"20","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","4","Satisfied","4","banyak promo di tmii saya mambawa tamu luar dan tamunya happy",,"Positive","4","4","4","4","4","4","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)|Memiliki penampilan yang bersih dan rapi|Memberikan informasi dengan jelas dan akurat|Melayani dengan cepat dan tepat",,,,"Fasilitas pusat informasi lengkap dan mendukung kebutuhan pengunjung|Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Pusat informasi bersih dan tertata dengan baik|Pusat informasi nyaman digunakan oleh pengunjung|Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"04a001c6-3b93-4ee0-9c9b-90d222ccf196","Completed","New","21-02-2026 11:29:22","Anonymous","147098",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T04:26:55.2080Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
"21","IDM","TMII","PUSAT INFORMASI","Pusat Informasi Main Lobby","IDM-TMII-PUSAT INFORMASI-Pusat Informasi Main Lobby-01","4","Satisfied","4","Baru berkeliling di TMII pas puasa sangat sepi, tapi enak untuk olahraga apalgi hujan jadi dingin",,"Positive","4","4","4","4","4","4","Melakukan layanan secara profesional dan ramah (menjaga kontak mata, tersenyum tulus, dan memberikan solusi dengan empati)",,,,"Fasilitas pusat informasi tersedia dengan baik dan mudah diakses oleh pengunjung",,,,"Informasi mudah diakses dan disampaikan dengan jelas kepada pengunjung",,,,,,,"bddbbf7f-0dc6-483d-912f-c6b0c2994edb","Completed","New","21-02-2026 11:16:21","Anonymous","70577",,"cab97c1f-67b4-11f0-a847-0a0cda9789f2","1eb4a3f0-5e3d-4ac9-b813-8b1a562e7235",,,"true","False","QrCode","Bahasa","2026-02-21T04:15:10.6584Z",,,,,,,,,,,,,,,"68b5aaf51f3cc3c03afa57ae"
